source_id,display_name,publisher,type,issns,is_valid,is_distinct,duplicate_of,concern
S7407061212,"Revista Processus de Estudos de Gestão, Jurídicos e Financeiros",Jonas Rodrigo Gonçalves,journal,2178-2008|2237-2342,True,False,S4306527879,Matches existing candidate 4306527879 which is the same journal title with a diacritic/encoding variant.
S7407061223,Dianli xitong baohu yu kongzhi,Editorial office of Power System Protection and Control,journal,1674-3415,True,False,S4306507948,"This is the same journal (Power System Protection and Control) as the candidate, differing only in spacing/transliteration of the pinyin title."
S7407061250,Tebeosfera,ACyT Ediciones,journal,1579-2811,True,False,S4306531637,"""Tebeosfera"" appears to be the same venue as ""Tebeosfera: Cultura Gráfica,"" differing only by a subtitle variant."
S7407061275,مطالعات روان‌شناسی ورزشی,Sport Sciences Research Institute,journal,2345-2978|2538-1504,True,False,S4306537963,"The new source ""مطالعات روان‌شناسی ورزشی"" matches candidate 4306537963 ""مطالعات روانشناسی ورزشی"" (same title, differing only by zero-width joiner/spacing)."
S7407061278,Re:visit,Innsbruck University Press (IUP),journal,2960-4222,True,False,S7407053120,"""Re:visit"" from Innsbruck University Press likely matches ""REVISIT: Humanities & Medicine in Dialogue"" published by University of Innsbruck, appearing to be the same venue under a name variant."
S7407061299,Zhongguo shiyan zhenduanxue,Editorial Office of Chinese Journal of Laboratory Diagnosis,journal,1007-4287,True,False,S4306536012,"Same journal as candidate 4306536012, a transliteration variant of the Chinese Journal of Laboratory Diagnosis."
S7407061305,Vivomatografías,Núcleo de Estudios sobre Precine y Cine Silente Latinoamericano,journal,2469-0767,True,False,S4306534426,"Same journal as the existing candidate, which uses the fuller title variant ""Vivomatografías. Revista de estudios sobre precine y cine silente en Latinoamérica."""
S7407061324,CELEHIS,Universidad Nacional de Mar del Plata,journal,0328-5766|2313-9463,True,False,S4306505818,"""CELEHIS"" is the abbreviated form of the existing ""CELEHIS : Revista del Centro de Letras Hispanoamericanas"" from the same institution."
S7407061342,پژوهش‌های روان‌شناسی اجتماعی,Iranian Social Psychology association,journal,2251-8002|2717-3615,True,False,S4306536632,"The new source is the same Persian-language journal (""Social Psychology Research"") as the existing candidate, differing only in orthographic/spacing variants of the title."
S7407061354,Fangzai jianzai gongcheng xuebao,Journal of Disaster Prevention and Mitigation Engineering,journal,1672-2132,True,False,S4306510332,"Same journal as candidate; only romanization/spacing differs (""Fangzai"" vs ""Fang Zai Jianzai"")."
S7407061369,Gongye shui chuli,Editorial Office of Industrial Water Treatment,journal,1005-829X,True,False,S4306511607,"""Gongye shui chuli"" and ""Gongyeshui Chuli"" are transliteration variants of the same journal (Industrial Water Treatment)."
S7407061371,Zeitschrift für Ostmitteleuropa-Forschung,Verlag Herder Institut,journal,0948-8294|2701-0449,True,False,S4306535625,"The new source matches candidate 4306535625, which is the same journal with an added English subtitle (""Journal of East Central European Studies"")."
S7407061383,آموزه‌‌های فقه مدني,Razavi University of Islamic Sciences,journal,2251-936X|2783-3690,True,False,S4306536481,"Same journal title (آموزه‌های فقه مدنی) as the existing candidate, differing only in minor script/spacing variation."
S7407061388,پژوهشنامه روانشناسی مثبت,University of Isfahan,journal,2476-3705|2476-4248,True,False,S4306536570,"The Persian title ""پژوهشنامه روانشناسی مثبت"" matches the existing candidate's near-identical name variant (only spacing differs), indicating the same journal."
S7407061398,Journal of Behçet Uz Children's Hospital,Izmir Dr. Behcet Uz Children’s Hospital,journal,2822-4469,True,False,S2764603130,"This is a name variant (""Behçet Uz"" vs ""Dr. Behcet Uz"") of the same Izmir children's hospital journal appearing across candidates 2764603130 and 4210220565."
S7407061402,Annals of the University of Craiova: Economic Sciences Series,Universitatea din Craiova,journal,1223-365X|1843-3723,True,False,S4306502308,"Matches candidate 4306502308 (""Annals of University of Craiova - Economic Sciences Series"") as a name variant of the same economics series."
S7407061414,Turkish International Journal of Special Education and Guidance & Counselling,ECN  Yayıncılık,journal,1300-7432,True,False,S4306533461,"Same journal as candidate; matching ISSN 1300-7432 and title, differing only by appended abbreviation/ISSN in the candidate name."
S7407061438,AG - About Gender,Genova University Press,journal,2279-5057,True,False,S4306500913,"Same journal ""AG About Gender"" appearing under a shortened name variant of the existing Italian gender studies journal."
S7407061455,Zeitschrift Hochschule und Weiterbildung,Deutsche Gesellschaft für wissenschaftliche Weiterbildung und Fernstudium e.V. (DGWF),journal,2567-2673,True,False,S4306535656,"Same journal as candidate, which includes the ZHWB abbreviation of the identical title."
S7407061461,Journal of Advanced Manufacturing Technology,"Penerbit Universiti, Universiti Teknikal Malaysia Melaka",journal,1985-3157,True,False,S4306515281,"Matches existing ""Journal of Advanced Manufacturing Technology (JAMT)"" which appears to be the same venue with the abbreviation appended."
S7407061465,Shipin gongye ke-ji,The editorial department of Science and Technology of Food Industry,journal,1002-0306,True,False,S4306529854,"""Shipin gongye ke-ji"" is a transliteration variant of the same journal ""Shipin Gongye Keji"" (Science and Technology of Food Industry)."
S7407061475,Zhongguo pifu xingbingxue zazhi,Editorial Office of the Chinese Journal of Dermatovenereology,journal,1001-7089,True,False,S4306535987,"""Zhongguo pifu xingbingxue zazhi"" matches candidate 4306535987 ""Zhongguo Pifu Xingbing Xue Zazhi"" as the same journal in a transliterated name variant."
S7407061484,Pretextos,Pontifícia Universidade Católica de Minas Gerais,journal,2448-0738,True,False,S4306523150,"The new ""Pretextos"" published by PUC Minas matches candidate 4306523150 ""Pretextos - Revista da Graduação em Psicologia da PUC Minas,"" a name variant of the same PUC Minas venue."
S7407061498,Revue phénEPS,Physical and Health Education Canada,journal,1918-8927,True,False,S4306528455,"""Revue phénEPS"" is a name variant of the existing ""Revue phénEPS / PHEnex Journal"" from the same publisher."
S7407061499,روانشناسی پیری,Razi University,journal,2423-7647|2476-6836,True,False,S4306536907,"The new source name ""روانشناسی پیری"" matches the existing candidate ""روان‌شناسی پیری"" (Psychology of Aging) differing only by a ZWNJ character, indicating the same venue."
S7407061504,هیدروژیولوژی,Univeristy of Tabriz,journal,2588-3011|2588-4069,True,False,S4306538149,"The new source name ""هیدروژیولوژی"" is a spelling variant of the existing candidate ""هیدروژئولوژی"" (Hydrogeology), likely the same journal."
S7407061513,ArcHistoR Architettura Storia Restauro: Architecture History Restoration,Università Mediterranea di Reggio Calabria,journal,2384-8898,True,False,S4306502786,"The full title ""ArcHistoR Architettura Storia Restauro"" matches the abbreviated candidate ""ArcHistoR"" (id 4306502786), indicating the same journal."
S7407061520,Conserveries Mémorielles,Conserveries Mémorielles,journal,1718-5556,True,False,S4306506936,"The new source is a name variant of the existing ""Conserveries mémorielles. Revue transdisciplinaire"" journal."
S7407061530,TASK Quarterly,Gdańsk University of Technology,journal,1428-6394,True,False,S4306531599,"This is the same journal ""TASK Quarterly"" from Gdańsk, matching the existing candidate's fuller title."
S7407061542,Journal of Tourism and Heritage Research,INVESTUR (Asociaciones de Investigaciones y Estudios de Turismo),journal,2659-3580,True,False,S4306516375,"Candidate 4306516375 ""Journal of Tourism and Heritage Research: JTHR"" is the same venue under a name variant with subtitle abbreviation."
S7407061543,Mantichora,Edizioni Museo Pasqualino,journal,2240-5380,True,False,S4306519187,"""Mantichora"" matches the existing ""Mantichora. Italian Journal of Performance Studies,"" a name variant of the same venue."
S7407061553,"Language, Discourse & Society",International Sociological Association,journal,2239-4192,True,False,S4393919936,"Matches candidate 4393919936 as the same journal despite different ISSNs, likely a print-vs-online or metadata variant."
S7407061561,پژوهشنامه فلسفه دین,Imam Sadiq University,journal,2228-6578|2228-6586,True,False,S4306536577,"The new source shares the same core title ""پژوهشنامه فلسفه دین"" as the existing candidate (which includes the alternate name ""نامه حکمت""), indicating the same venue."
S7407061564,Iranian Journal of Chemistry & Chemical Engineering,Iranian Institute of Research and Development in Chemical Industries (IRDCI)-ACECR,journal,1021-9986,True,False,S31352170,"The new record matches the existing ""International English Edition"" of the same journal, indicating a name/edition variant rather than a distinct venue."
S7407061579,International Journal of Language & Law,International Language and Law Association,journal,2194-7414,True,False,S7407051528,"Same journal as candidate 7407051528 ""International Journal of Language and Law (JLL)""; the existing record is typed as a repository but represents the same venue."
S7407061582,پژوهش‌نامه متین,Research Institute of Imam Khomeini and Islamic Revolution,journal,2423-6462|2676-5888,True,False,S4306536580,"The new source ""پژوهش‌نامه متین"" matches candidate 4306536580 ""پژوهشنامه متین"" (same title, differing only by the zero-width joiner)."
S7407061604,Herausforderung Lehrer*innenbildung,BiSEd,journal,2625-0675,True,False,S4306512051,"This is the same journal as candidate 4306512051, whose fuller title includes the subtitle ""Zeitschrift zur Konzeption, Gestaltung und Diskussion""."
S7407061615,پژوهش‌نامه حقوق کیفری,University of Guilan Press,journal,2322-2328|2820-980X,True,False,S4306536568,"The new source ""پژوهش‌نامه حقوق کیفری"" is the same journal as candidate 4306536568 ""پژوهشنامه حقوق کیفری"", differing only by a ZWNJ spacing variant."
S7407061624,Gran Tour,Universidad de Murcia,journal,2172-8690,True,False,S4306511667,"""Gran Tour"" is the short-form name of ""GRAN TOUR, REVISTA DE INVESTIGACIONES TURÍSTICAS,"" the same journal."
S7407061625,Cooperativismo y Desarrollo,"Universidad de Pinar del Río ""Hermanos Saíz Montes de Oca""",journal,2310-340X,True,False,S4306507057,Same journal from Universidad de Pinar del Río (COODES) appearing as a name variant; the Colombian journal is a distinct venue.
S7407061630,Faces de Eva,"CICS.NOVA - Interdisciplinary Centre of Social Sciences, Universidade Nova de Lisboa",journal,0874-6885,True,False,S4306510294,"""Faces de Eva"" matches the existing ""Faces de Eva. Estudos sobre a Mulher"" as a name variant of the same journal."
S7407061641,Journal of Health Management & Informatics,Shiraz University of Medical Sciences,journal,2322-1097|2423-5857,True,False,S4306515618,"Likely the same Shiraz University journal as ""Journal of Health Management & Information Science"" (near-identical name from the same institution), just a name variant."
S7407061647,Journal of Science and Technology Mahasarakham University,Mahasarakham University,journal,2985-2617|2985-2625,True,False,S4306516054,"Same journal as candidate 4306516054, which includes the Thai-script name variant of the identical title from Mahasarakham University."
S7407061662,"Realidad, Tendencias y Desafíos en Turismo",Universidad Nacional del Comahue,journal,1850-4787|2545-6199,True,False,S4306525429,Matches candidate 4306525429 which is the same CONDET tourism journal under a near-identical name variant.
S7407061694,Design and Technology Education,The Design and Technology Association,journal,2040-8633,True,False,S2764598196,"This appears to be the same journal as candidate 2764598196 (""Design and technology education : an international journal""), a name variant of the same venue."
S7407061700,Sudamérica,Universidad Nacional de Mar del Plata,journal,2250-7779|2314-1174,True,False,S4306531269,"""Sudamérica"" appears to be a shortened name variant of the existing ""Sudamérica : Revista de Ciencias Sociales,"" likely the same social sciences journal from Universidad Nacional de Mar del Plata."
S7407061716,پژوهش‌نامۀ انتقادی متون و برنامه‌های علوم انسانی,Institute for Humanities and Cultural Studies (IHCS),journal,2383-1650,True,False,S4306536557,Same Persian journal title as candidate 4306536557 with only minor spacing differences; not distinct.
S7407061724,Journal of Materials and Engineering Structures,Mouloud Mammeri University of Tizi-Ouzou,journal,2170-127X,True,False,S4306515857,Matches candidate 4306515857 which is the same journal with its abbreviation « JMES » appended and a missing ISSN.
S7407061728,Forum Supervision,"Zentrum für wissenschaftliche Weiterbildung an der Universität Bielefeld e.V. (ZWW) Weiterbildender Masterstudiengang ""Supervision und Beratung""",journal,2199-6334,True,False,S4306510826,"""Forum Supervision"" appears to be a name variant of ""FoRuM Supervision - Zeitschrift für Beratungswissenschaft und Supervision"", the same Bielefeld supervision journal."
S7407061777,Formazione & Insegnamento,Pensa MultiMedia,journal,1973-4778|2279-7505,True,False,S4306510750,"The new source is the same journal as the candidate, whose fuller title is a name variant of ""Formazione & Insegnamento""."
S7407061784,Medienimpulse,"Bundesministerium für Bildung, Wissenschaft und Forschung",journal,2307-3187,True,False,S2737787548,"Same Austrian journal ""Medienimpulse"" as the existing candidate, differing only by ISSN (likely print-vs-online split)."
S7407061811,Agathón,LetteraVentidue Srl,journal,2532-683X|2464-9309,True,False,S4306500915,"""Agathón"" matches the existing ""AGATHÓN | International Journal of Architecture, Art and Design"" as a name variant of the same journal."
S7407061842,Zhongshan Daxue xuebao. Yixue kexue ban,Editorial Office of Journal of Sun Yat-sen University,journal,1672-3554,True,False,S4306536178,"This is the same journal (Journal of Sun Yat-sen University, Medical Science edition) as the existing candidate, differing only in transliteration spacing."
S7407061858,Revista de la Red de Intercátedras de Historia de América Latina Contemporánea,Universidad Nacional de Córdoba,journal,2250-7264,True,False,S4306526910,"The new source appears to be the same journal as candidate 4306526910, differing only by the ""Segunda Época"" (Second Era) name variant."
S7407061877,Revista Telemática de Filosofía del Derecho,Roberto M. Jiménez-Cano,journal,1575-7382,True,False,S4306527978,"This is the same journal as candidate 4306527978, which is a name variant with the abbreviation (RTFD) appended."
S7407061892,Iranian Journal of Chemical Engineering,Iranian Association of Chemical Engineering (IAChE),journal,1735-5397|2008-2355,True,False,S4306514386,"Same journal as candidate; the existing record uses the abbreviation ""(IJChE)"" but lacks ISSNs."
S7407061937,Ziglôbitha,Ziglôbitha,journal,2708-390X|2709-2836,True,False,S7407053550,"""Ziglôbitha"" is the short form of ""ZIGLÔBITHA Revue des Arts Linguistique Littérature et Civilisations,"" making these the same venue."
S7407061964,زبان و ادب فارسی,University of Tabriz,journal,2251-7979|2676-6779,True,False,S4306536922,"The new source ""زبان و ادب فارسی"" from University of Tabriz matches the existing candidate, which is explicitly labeled the former journal of the Faculty of Literature at University of Tabriz."
S7407061975,Jura Gentium,Jura Gentium Centre,journal,1826-8269,True,False,S4306516515,"The new source ""Jura Gentium"" matches the existing candidate's fuller title ""Jura Gentium: Rivista di filosofia del diritto internazionale e della politica globale"" as a shortened name variant."
S7407061976,دراسات في اللغة العربيّة وآدابها,Semnan University,journal,2008-9023|2538-3280,True,False,S4306536841,Candidate 4306536841 is the same journal with a near-identical title differing only in spacing.
S7407061986,Revista del CISEN,Universidad Nacional de Salta,journal,2344-9594,True,False,S4306526951,"Candidate 4306526951 ""Revista del CISEN Tramas/Maepova"" is the same venue (Universidad Nacional de Salta's CISEN journal) under a fuller name variant."
S7407061989,PraxisForschungLehrer*innenBildung,Wissenschaftliche Einrichtung Oberstufen-Kolleg der Universität Bielefeld,journal,2629-5628,True,False,S4306523082,"Candidate 4306523082 ""PraxisForschungLehrer*innenBildung. Zeitschrift für Schul- und Professionsentwicklung."" is the same journal with a fuller subtitle."
S7407062000,پژوهش و نگارش کتب دانشگاهی (پیوسته),Organization for Researching and Composing University Textbooks in the Humanities SAMT,journal,2676-7511,True,False,S4306536678,"Same journal title as candidate 4306536678, differing only by the ""(پیوسته)""/online designation suffix."
S7407062011,Jichu yixue yu linchuang,"Institute of Basic Medical Sciences and Peking Union Medical College Hospital, Chinese Academy of Medical Sciences / Peking Union Medical College.",journal,1001-6325,True,False,S4306515003,"""Jichu yixue yu linchuang"" and ""Jichuyixue Yulinchuang"" are transliteration/spacing variants of the same Chinese journal title."
S7407062044,رهیافتهای سیاسی و بین المللی,Shahid Beheshti University,journal,1735-739X|2645-4386,True,False,S4306536903,"The name ""رهیافتهای سیاسی و بین المللی"" matches candidate 4306536903 (and 4306536904) as orthographic/spacing variants of the same journal."
S7407062046,پژوهش های علوم دامی,University of tabriz,journal,2008-5125|2676-5705,True,False,S4306536649,"The new source ""پژوهش های علوم دامی"" published by University of Tabriz matches candidates 4306536649 and 4306536650, which are the same journal with the ""(دانش کشاورزی)"" subtitle and spacing variants."
S7407062050,Revista Portuguesa Otorrinolaringologia e Cirurgia de Cabeça e Pescoço,Portuguese Society of Otolaryngology and Head and Neck Surgery,journal,2184-6499,True,False,S4306527867,"Nearly identical title (minor ""de"" difference) matching candidate 4306527867, clearly the same journal."
S7407062053,حکمت سینوی,Imam Sadiq University,journal,2538-5267|2538-5275,True,False,S4306536786,"The new source ""حکمت سینوی"" matches the existing candidate ""حکمت سینوی (مشکوة النور)"" as a name variant of the same Avicennian wisdom journal."
S7407062062,Shanghai Jiaotong Daxue xuebao. Yixue ban,Editorial Office of Journal of Shanghai Jiao Tong University (Medical Science),journal,1674-8115,True,False,S4306529756,"This is the medical science edition (Yixue ban) matching candidate 4306529756 ""Yixueban"", a name variant of the same journal."
S7407062077,Landbauforschung,Julius Kühn-Institut,journal,2194-3605|2700-8711,True,False,S4306518083,"""Landbauforschung"" is the current title of the journal formerly ""Landbauforschung Völkenrode""; candidate 4306518083 uses the same current name variant."
S7407062079,پژوهش‌های حفاظت گیاهان ایران,Ferdowsi University of Mashhad,journal,2783-5383|2980-8170,True,False,S4306536623,"The new source's Persian title matches the candidate's Persian title (with an English translation appended), indicating the same journal."
S7407062102,Medicentro,Universidad de Ciencias Médicas de Villa Clara,journal,1029-3043,True,False,S4306519535,"""Medicentro"" from Universidad de Ciencias Médicas de Villa Clara matches the candidate ""Medicentro (Villa Clara)"" as a name variant of the same journal."
S7407062103,Onkologija,Institute of Oncology Ljubljana,journal,1408-1741|1581-3215,True,False,S4306521492,"""Onkologija"" from Institute of Oncology Ljubljana matches the Slovenian medical-scientific journal candidates (4306521492/4306521493); the ""Onkologie"" entries are different German/Czech venues."
S7407062122,Linchuang erke zazhi,Editorial Office of Journal of Clinical Pediatrics,journal,1000-3606,True,False,S4306518696,"""Linchuang erke zazhi"" (Journal of Clinical Pediatrics) matches candidate 4306518696 ""Linchuang Er Ke Zazhi"", a spacing/casing variant of the same transliterated title."
S7407062141,"Revista Latinoamericana de Estudios sobre Cuerpos, Emociones y Sociedad",Universidad de Córdova; Consejo Nacional de Investigaciones Científicas y Técnicas,journal,1852-8759,True,False,S4306527646,"This is the same journal as candidate 4306527646, which includes the RELACES acronym in its name variant."
S7407062143,Tyragetia,National Museum of History of Moldova,journal,1857-0240|2537-6330,True,False,S4306533602,"""Tyragetia"" and ""Tyragetia. Serie nouă / (Serie Nouă)"" refer to the same Moldovan museum journal under name variants."
S7407062145,Cuadernos AISPI,Ledizioni,journal,2283-981X|2785-728X,True,False,S4306507224,"""Cuadernos AISPI"" is a shortened form of ""Cuadernos AISPI: Estudios de lenguas y literaturas hispánicas"", the same journal."
S7407062177,پژوهش‌نامه کتابداری و اطلاع‌رسانی,Ferdowsi University of Mashhad,journal,2251-6344|3092-6130,True,False,S4306536578,"The new source is the same Persian library and information science journal as the existing candidate, differing only in minor spacing/orthographic variation of the title."
S7407062198,Registros,Universidad Nacional de Mar del Plata,journal,2250-8112,True,False,S4306525644,"""Registros"" is likely a shortened name variant of ""Registros. Revista de Investigación Histórica,"" an architecture history journal published by Universidad Nacional de Mar del Plata."
S7407062233,Astra Salvensis,"Transylvanian Association for Romanian Literature and Culture of Romanian People (ASTRA), Năsăud Department, Salva Circle",journal,2344-1887|2393-4727,True,False,S4306503593,"Same journal ""Astra Salvensis"" (published by ASTRA, Salva Circle) as the existing candidate, which uses the fuller Romanian subtitle variant."
S7407062249,古脊椎动物学报 (中英文版),Science Press,journal,2096-9899,True,False,S4306545296,"The new source ""古脊椎动物学报 (中英文版)"" is a name variant (bilingual edition) of the existing ""古脊椎动物学报""."
S7407062308,Lexicon Philosophicum,ILIESI,journal,2283-7833,True,False,S4306518602,"Matches candidate 4306518602 ""Lexicon Philosophicum: International Journal for the History of Texts and Ideas"" as a name variant of the same ILIESI journal."
S7407062310,Zeitschrift für Didaktik der Biologie - Biologie Lehren und Lernen,Bielefeld University,journal,2627-7255,True,False,S4306535577,"Same journal as the candidate, differing only by the parenthetical ""(ZDB)"" abbreviation in the name."
